shop_name,shop_star,shop_comment,shop_price,shop_region,shop_category
觅·归觅海南椰子鸡(天河城店),4.5,788,92,和平路,火锅
彭慶福茶楼,4.5,1056,65,和平路,粤式茶点
八采烧肉(海信广场店),4.5,322,141,小白楼,日式烧烤/烤肉
酥侯糕点(红磡大道店),4.3,219,44,海光寺/六里台,面包烘焙
东来顺饭庄,4.4,1061,86,南市,老北京火锅
吴记糕干(鞍山道店),4.5,1539,16,鞍山道沿线,面包烘焙
大胡子•海鲜烧烤大排档(黄家花园总店),4.2,4369,80,五大道,烤串
九龍冰室(保利广场店),4.5,437,68,南市,茶餐厅
小牛回家·闽南牛肉汤火锅,4.6,160,60,海光寺/六里台,牛羊肉火锅
Nice to meet you 很高兴认识你法餐&生蚝吧,4.7,2243,335,五大道,西餐
火鳳祥鲜货火锅(天河城旗舰店),4.7,2848,121,和平路,四川火锅
32坐炖涮锅滨江道店,4.7,83,54,滨江道,特色菜
韩寿参鸡汤(天河城店),4.5,569,77,和平路,韩国料理
鱼酷活鱼烤鱼(和平大悦城店),4.9,1198,94,五大道,烤鱼
董家湾重庆老火锅(滨江道店),4.7,10267,90,滨江道,重庆火锅
三搭火市井火锅(滨江道友谊新天地店),4.6,1231,61,滨江道,四川火锅
CoCo都可(和平大悦城店),4.7,1042,14,五大道,茶饮果汁
NO.55 WINERY,4.5,447,161,小白楼,西餐
满记甜品(恒隆广场店),4.6,2746,40,和平路,甜品
BON CAKE(伊势丹店),4.7,2256,169,滨江道,面包烘焙
老丰阁品味上海(先农大院店),4.7,995,238,五大道,上海本帮菜
CoCo都可(南开大悦城二店),4.6,104,18,南市,茶饮果汁
袁记幺哥串串香·秤盘麻辣烫,4.7,288,63,五大道,串串香
巧二妹螺蛳粉(滨江道店),4.6,2210,23,滨江道,小吃快餐
松澤日本料理(和平路店),4.6,756,197,和平路,日本料理
好利来(南京路1号店),4.7,1175,54,滨江道,面包烘焙
多乐之日(和平伊势丹店),4.6,2857,43,滨江道,面包烘焙
叁谷匠造(营口道店),4.6,704,37,滨江道,面包烘焙
二人锅(和平大悦城店),4.6,3488,77,滨江道,火锅
茶百道(滨江道店),4.6,110,18,滨江道,茶饮果汁
老沧州火锅鸡(万德庄店),4.6,803,50,海光寺/六里台,火锅
呷哺呷哺(世纪都会店),4.6,1224,69,滨江道,小火锅
耳朵眼·中式点心(天河城店),4.6,396,19,和平路,面包烘焙
富士町精致料理和牛烧肉(新华路店),4.6,369,115,滨江道,日式烧烤/烤肉
炉鱼(天津恒隆店),4.7,10016,86,和平路,烤鱼
么么果茶(天河城店),4.5,196,15,和平路,茶饮果汁
沪上阿姨鲜果茶(天河城二店),4.5,490,14,和平路,茶饮果汁
怪之味烤鱼(滨江道店),4.7,7606,52,滨江道,烤鱼
Slow Life 私家手工烘焙,4.5,302,169,南市,面包烘焙
橘园·和菓子,4.6,514,84,五大道,甜品
捷信牛奶甜品世家(万德庄店),4.6,2002,30,海光寺/六里台,甜品
超级馥糯热狗(欧乐时尚广场店),4.6,1496,23,滨江道,韩式小吃
原麦山丘(天河城店),4.6,1250,41,和平路,面包烘焙
阿甘锅盔(南开大悦城店),4.6,1241,14,南市,小吃快餐
椿风·养生茶饮(南开大悦城店),4.5,1525,22,南市,茶饮果汁
米拉诺意式餐厅Milano Studio,4.5,76,130,和平路,西餐
烤货•鲜拌烤肉更好吃,4.6,1332,64,滨江道,融合烤肉
起士林蛋糕,4.7,2291,98,五大道,面包烘焙
pool pool,4.5,124,24,滨江道,冰淇淋
汴梁徐先生厚切炒酸奶(天津首店),4.5,642,21,海光寺/六里台,冰淇淋
蜜雪冰城(小白楼店),4.5,583,6,小白楼,茶饮果汁
堇·花食 PansyFlower西餐(乐宾店),4.7,2315,100,滨江道,西餐
祥禾饽饽铺•中式点心(和平大悦城店),4.7,653,64,五大道,面包烘焙
红姐麻辣拌炸串,4.5,3708,26,滨江道,麻辣烫
法颂(国贸购物中心店),4.5,906,81,小白楼,面包烘焙
喜茶(乐宾百货店),4.7,5975,30,滨江道,茶饮果汁
野木花园·日式牛肉火锅(滨江道店),4.7,2310,86,和平路,日式火锅
